Name,RatingValue,DatePublished,Review,Sentiment
Como En Casa,2,2019-08-27,"I took the advice of one of the reviewers on Yelp & I got the hybrid burrito.  Boy was I disappointed.  I thought the flavours were sooo bland & the burrito itself was rice heavy & lacked sufficient amount of meat. Seriously I didn't even want to finish it.

Also it seemed like (from the pics on here) that this was a take out place, but it's not.  It's all table service.  

I just think this restaurant did not hold a candle to restaurants in the same price range.  In other words, it was ridiculously over-priced for what you get.  The burrito alone was around $15.",0
Artisan Plus,3,2019-09-03,"Artisan Plus received a great amount of hype upon opening on IG and I've been waiting to try it since.

AMBIANCE: 5/5
The store itself is small but functional. The seating is very well designed with ample room in between each table and each chair has it's own cubby to leave purses/shopping bags in. The decoration itself gives the restaurant a really nice modern, chic vibe and great for IG pics!

FOOD: 3/5
I ordered their famous YoPo Biang Biang Mian with Beef: this comes with scrambled eggs, tomatoes, carrots, zucchini, organic cloud ear mushroom, five spice tofu, edamame, and potato. The dish came with thick ribbon noodles which were THICK, chewy, and filling.
The plate was okay but a little underwhelming from how much hype was given. The sauce was a little plain and I was expecting more of a savory flavor. Because there was such a variety I believe they only put a little of each so it makes the dish seem insubstantial. 

SERVICE: 5/5
The service is really attentive here. The server was friendly and advised of spice levels of the dish (my friends CANNOT handle spicy). Water was always refilled and the food came out hot and fast. Bills came quickly and easily split.

OVERALL: 3/5
I feel like this was a solid but average experience. I'll be back in the future to try other things on the menu!",1
Ristorante Sotto Sotto,3,2019-05-06,"It's in yorkville and it has a cool name so it must be good, right? Right! Only, it doesn't get any better than good. Took my sis for her bday and was so shocked at how basic the flavours were. My mom got the four cheese spaghetti-- it was drippy n barely had taste. Mine was 7/10--a chicken dish, sister said her pasta was ""more wet than buttery"". The best part about this place was the beautiful interior and great service. I wish I liked the food more bcoz everyone seemed so nice.",1
Artisan Plus,4,2020-01-03,"A solid spot for hand-pulled noodles. I got the wok cumin che mian with beef. There's a lot of well-integrated flavour in the bowl. The noodles have the right texture. Precisely-julienned vegetables are all mixed in so there's a lot going on with each bite. It was labelled spicy but I didn't get a lot of heat.

It's pricey ($16 for what I got) and portions aren't massive, but it sure is tasty.",2
Enoteca Sociale,4,2019-04-25,"This may sound snobbish - but when I go to a new Italian spot, and I want to test to see if it is good, I will order the simplest thing on the menu. 

Pasta with a tomato based sauce. No major entree. Just an appitezer, and a pasta.

To start - we ordered a prosciutto, a raw cow cheese, a raw goat cheese. Initially thought it was a bit pricey, but the charcuterie board came with pickled peppers/cauliflower, green apple slices (sliced beautifully thin), roasted spicey pecans, and a small bowl of honey. It was very good. The raw goat cheese was my favorite. 

I ordered the Amatriciana - it was very simple, delicious and had a nice bite to it spice wise. I loved it.

We also ordered Cacio e Pepe - which I've never been a fan of because I was find this dish too salty. 

Overall - place was great. A bit pricy, but the food is delicious.",2
DaiLo,3,2019-11-23,"Very pricey very small portions but good atmosphere, services is pretentious but ok. Good place for drinks and what feels like tapas.  Good place for an expensive date, most plates enough for 2 ppl only. 

Plates to try: fried rice, whole fried fish, jelly slaw, 

Plates to skip: fried watermelon sound cool but just warm cubes of water lemon, ribeye (meat was tough), duck meat was also tough, 

We ordered 3/4 of their small menu. They don't have all the items pictures on yelp. 

They have an excellent bottle of white wine, Chasselas I think from France? Yum. 

BEWARE: we found that the prices they charged on our bill was different and higher than the prices listed on their menu ??!! Shady right??! How does that even happen?? Our bottle of wine was listed for $75 and they charged $85 and a few other other items too, $38 listed charged $40 etc.  We verified the wine and they admitted their fault.  We let the other smaller differences go but SHADY BUSINESS PRACTICE OR INCOMPETENCE?! 

Just REMEMBER TO CHECK AND DOUBLE CHECK YOUR BILL. ITS SO EXPENSIVE ALEADY so I guess most people just assumed it was accurate.",1
Yummy Yummy Dumplings,3,2019-09-22,"Cute family run restaurant in Chinatown.
Everything made fresh and speedy.
Food is okay. The restaurant is busy but not full.",1
Fieramosca,2,2019-06-02,"Honestly, I don't know how this place averages 4.5 stars. My review would have been a 3.5 had it not been for the horrible service. 

My party made a reservation for about 12 people and we were given the room upstairs where other parties were dining as well. The layout and spacing in this restaurant are very tight so watch your step. The seating in the front doesn't quite make sense layout wise. When I walked up to the stairs me and an employee were basically dancing around each other to just get by each other...just why.

Our server the entire night honestly had an attitude problem. He basically had a stick up his ***. He was passive aggressive the minute we got there all the way to the end. He asked if we wanted appetizers and since we were waiting on a few people we asked for a couple of minutes. Unlike a regular waiter who would walk away and let you discuss he stood there hovering and just waiting for us to give him an answer before leaving. Even when he was putting dishes down he was just dropping them and tossing side plates here and there, it was completely unprofessional. It was time for pasta and while our waiter dished out the cheese another waiter helped with pepper. But the pepper waiter took a little longer than the cheese and you could hear our waiter yelling at the pepper waiter from the other room. Is this not supposed to be a classy environment? Why are you yelling at him in front of all the customers? 

Aside from the horrible service, the food was actually very good and the portions were huge! I ordered the Spaghetti Mare de Mario and the amount of seafood definitely did not disappoint! There were a ton of mussels but the spaghetti was not fully cooked. I had a chunk of it still stuck to each other and hard...

Overall I do not think this place deserves the rating it has based on this experience.",0
Seven Lives Tacos y Mariscos,1,2020-05-24,"Ok, so I know this place is all the rage. 

I ordered the grilled beef for corona takeaway and I was disgusted. There was more fat, cartilage and inedible pieces than beef. Chew chew CRUNCH - spit. Over and over. My friend called me two hours later after ordering the same thing - she ended up giving her order to the homeless after the first bite. 

This means that they either don't clean (cut the meat) properly, or using cheaper pieces to save a buck. 

The grilled chicken was dry too. Honestly though, the shrimp was good. Stick to pulled beef and chicken for authenticity and - TEXTURE. C'mon seven lives!

Very disappointed.",0
El Charro,1,2019-12-29,"This place use to be good, but not anymore. The tacos tasted the same, hardly any chicken was found in my ""chicken burrito,"" and $11.95 + tax for a few SMALL pieces of calamari. I won't be returning.",0
Hotopia Downtown,2,2019-11-01,"Not for everyone, maybe an acquired taste. Had the Sichuan pickled basa as per other reviews and the flavours were just too strong. It would be nice to have a smaller portion version so new customers could try a wider spread and not feel so locked in. The single large $30 slightly tongue numbing, gingery sour soup was too much of a commitment for two people. Good initial taste but then it just becomes overwhelming. Definitely need a lot of rice for this dish.",0
Lai Wah Heen,2,2019-07-11,"First of all, let's be clear. Growing up in Asia, I have tasted the best of the best! So I'm not easily impressed by Chinese restaurants overseas. Lai Wah Heen came with rave reviews by Canadians, so I thought I'd check it out and see how it measured up to restaurants in Singapore and Hong Kong.

Verdict - Lai Wah Heen, which is supposedly 5-star here in Toronto, has dim sum that any 3-star restaurants in Singapore (eg. Mid-tier Wah Lok would win hands down) and Hong Kong can easily beat.

The presentation was nice. The taste profile of some of their offerings were decent, but there was only ONE stand-out dish that wowed - and that was the lava custard buns, which were flawlessly executed.

My biggest complaint was the skin on the steamed dumplings. The skin was too thick (especially the lobster dumpling) and chewing through it was laborious.

Overall, it's not worth the price.",0
Buca Yorkville,3,2020-02-16,"The entrance was a bit hard to find, since there was no door / entrance off of the main street (where the restaurant's address was). You need to go into the Four Seasons Hotel area, turn left, and it's the last door by the fence (it's right across from the side entrance of Four Seasons Hotel). There's no obvious sign indicating where the restaurant is, until you actually get to in front of the door.

The food tastes good, but nothing too special. Portion sizes of the pasta are a bit on the small side. The vegetable sides are quite good and rightly portioned. Service is attentive and just like in any other higher-class restaurants.",1
Eataly,3,2020-01-08,"Overall a cool place to visit. I had no idea what this place was, until I heard all they hype about it. When I received a gift card for it, I finally decided to check it out. We went on a Sunday afternoon and as expected it was busy. Assuming that there was line ups for the first week it was opened, it wasn't too bad. 

To start off, space itself was modern and vibrant. It was nicely decorated and had a little of everything. There was a supermarket, which kind of wrapped around the whole 2nd floor. From hand made pastas, sauce, cheese and etcs., they had it all. Surrounding the market was a few take out and, dine in restaurants as well, as cafe's and dessert. They also seemed to have classes too! 

The dine in restaurants were of course busy and, there was a wait so we opt'ed out for the take out joints. For the pizza, there was a variety of them but sold out quick (but also seemed like they were made quickly). There was also a take out joint, right when you go up the escalators which, seemed to have a variety of dishes. The gelato was one of my favorite things there and, maybe the best in the city so that's worth giving it a try. The desserts and chocolate, also looked amazing!

Overall, it was a cool experience and, would visit again to try the restaurants and dessert out!",1
House of Gourmet,2,2020-03-30,"Review is for take out. Normally when I order crispy chow mein, other restaurants will separate the sauce and the noodles. Not here, by the time I got home the noodles were all soggy  

The shrimp spring roll was such a disappointment with barely any shrimp, only one bite actually had shrimp in there. 

I ordered via Ritual so I thought the pick up would be simple. There is absolutely no physical distancing at all, the entrance was tight, people were crammed and confused, overall it was chaotic. Improvement needed.",0
Juicy Dumpling,5,2020-03-28,"Taste really good, authentic Chinese food restaurant.
Cheap and in a very good value.

Self serve.
Good for breakfast.

Sometimes this place is too busy, difficult to find a seat.

Definitely have to try.",2
La Vecchia Ristorante,3,2019-07-18,"Going to start off this review by saying the food was great. Our table ordered the Caesar salad, gnocchi ragu, lobster pasta, and tagliolini con funghi. Wonderful food. 

Why the 3 stars? Boy, did we have the most annoyingly cocky/rude/ignorant waiter?! This customer service experience was so frustrating that it warranted a Yelp review. 
Upon entering the restaurant, everyone from the host to the bartenders had been amazing. We came on a busy night and we had no reservations, and the host had us seated at the bar while he scrambled to get us a table for 6. The bartender was great company, and we enjoyed our cocktails while waiting for a table. 
Of course once we were seated, we got stuck with this sarcastic douche bag of an employee... suddenly regretted choosing this restaurant just because of this dude. He made a lot of rude comments, maybe he thought he was funny? Somehow the conversation with him had eventually evolved into him reminiscing about getting 'so f**ked up one time' while our family was trying to enjoy our dinner. That was just the icing on the cake. 

The food did actually take a bit long to come out. We had waited a good half hour after ordering. 

If you can tolerate the company of some really rude and (not funny) sarcastic waiters, then I do recommend trying the food here. Otherwise, there are better places to spend $30-50 per person on dinner that will guarantee better service. Hopefully if you do go, you get a better server.",1
Itacate,1,2019-07-08,"I don't usually UPDATE a review; Friday was a disaster.
The owners should provide the staff/customers AIR CONDITIONING, they are sweating into the grill it's so hot (flavour to the tacos?).
The time it took to get 2 tacos was LONG.  Poor interior design, cluttered.  1 of 2 tacos went into the trash (very under cooked).  The tables are cluttered in garbage, food scraps.  They make enough money, pay a teenager to clean.  This place needs HELP.
It was one of those experiences where I'll try other spots on St Clair, over Itacate.",0
Mexico Lindo,4,2020-06-03,This is one family owned restaurant I love to go. Food are very good. Place is tiny but always have a seat!,2
Bar Buca,3,2018-08-06,"Bar Buca was on my Bookmark list for brunch for a long time. Their egg skillet pictures impressed me. We didn't come sooner because my husband prefers a simple brunch menu which comes with eggs, bacon, sausage, ham, toast and salad. So, I had waited for a while until today.  

This afternoon I had trouble choosing which restaurant to have brunch at. We decided when it was 2 pm. Luckily, their brunch time is until 4 pm. So, we came to try out their eggs!  

FOOD (3.75/5)

- LA GRANDE COLAZIONE ($16). The dish comes with two hen's eggs, Italian sweet peppers salad (pepronata) and flatbread (tigella) . We saw the picture of the dish with FENNEL SAUSAGES on Yelp. It interested us and we both wanted to try it. However, I couldn't order the same dish as my husband did. I wanted to try something else also. I had a bite though (sigh). The sausage was small. It wasn't enough for two people lol. 

- UOVA CROCCANTI ($14). The dish came with three crispy duck eggs and topped with Buffalo Ricotta (cheese) and Pesto Genovese. The eggs and cheese were very flavourful. If you like cheese, you will love this. I'm not a big fan of buffalo ricotta. I like the taste but the smell was too strong for me. 

DRINK (4/5) 
We had Latte Macchiato ($3.95) and Americano ($2.90). Both were good. We love coffee. 

SERVICE (3/5)
I don't' really want o say that the service is mediocre. There are many reviews say that their services are great. Maybe it wasn't my day. My server was alright. She answered what I asked for but not really what I wanted. It was my first time and I wanted her to explain to us more about the menu and recommend us what the signature dishes are or what the most popular ones. We also don't know Italian! She said something. Short, and that was it! I could catch that those first few items on Salato section were salad and the half on the bottom were egg dishes, I guess. lol, I was disappointed! I was so excited at the beginning becuase I finally had a chance to come to try the brunch menu at Bar Buca. She just turned everything upside down. - -""

OVERALL (3.75/5)
The place was nice. The host was friendly. I love their eggs but I expect a bit more on their egg skillet and their service for the price. Would I come back again? I still want to try other dishes but I am concerned about their service.  We'll see!",1
Ristorante Sotto Sotto,3,2018-07-19,"Was here to celebrate my bestfriend's birthday. To start of with the service, I thought it was ok..we always had to ask for water refills. I didn't feel that the service was upscale enough for such a sophisticated, classy Italian restaurant.

Our server was knowledgeable and he made some recommendations. He suggested our party to order the Antipasto Gordonia ($24.95 pp) to share as we were all seafood lovers. I enjoyed the grilled calamari and tiger shrimps but everything else on that platter was mediocre. In terms of main, I ordered the Spaghetti Alla Carbonara ($22.95). The texture of the pasta was cooked to perfect al dente which I love. Flavour was rich but a bit too salty for my liking. My other friend who ordered a tomato based sauce mentioned her dish tasted like something she can make at home herself. Overall, food was just ok; nothing special. 

I probably won't come back as I feel that this one time experience is enough for me unless a friend of mine plan to host a party here in the future.",1
Eataly,3,2020-02-20,"I went on a Wednesday night around 8pm and was surprised there still many people, however, the wait for a table is not long.  Staff are all very friendly and very informative as I was asking about what wine to drink and etc.  The place is bright and clean but the only thing was I think (at least that's what I believe) there was only one washrooms to share for the entire Eataly.  
Food: the kale salad is a must!  It was so tasty!  The pasta was cooked to my liking (i asked a little cooked over al denta) and pizza was ok.  Overall I would come if there is no long wait.  And I still need to try their desserts!",1
Donatello Restaurant,3,2018-12-04,"Best crab ravioli & grilled calamari I've ever had! Friends ordered the veal marsala, a chicken special and fettuccine cream (don't remember the names) and they were flavourless. The restaurant is too cramped so it's hard to enjoy a meal without bumping elbows into the servers. Service however was really good. Would come back just for the ravioli & calamari.",1
Levetto,2,2019-12-02,"Went for dinner with five friends to celebrate my birthday. The food was excellent until the waiter offer me complimentary dessert. After ""happy birthday"", I dug in to the mini cake. That's when my friend noticed the mould. One of my friends discretely sent the dessert back to the kitchen. The waiter did not offer us a word of apology or a discount. I found that quite surprising and unprofessional. The whole situation left a bad taste in my mouth - not sure I would return.",0
Buca Yorkville,3,2019-11-03,"The food was good. But nothing amazing. We ordered the branzino it was good showed us the fished carved it table side. Great presentation.  Unfortunately it tasted like it was drowned in oil and lacked other flavours. We also ordered cured fish. Most of them tasted good some of them just tasted fishy.

The service wasn't bad. Over it was good had to try pretty hard to get our server a few times.  

Also they have a fruit fly problem inside.  Nov 2019. Half way through our meal we went from having one fly to 10. It wasn't pleasant.  The server were kind enough to move us to a different table and comp us 2 glasses of wine. But still wasn't what I would expect in this type of establishment.",1
Asian Legend,3,2017-10-28,"This was our first Chinatown experience and it left much to be desired. I'll start by saying that the menu is extensive, with over 160 items to choose from. Perhaps we didn't order the best dishes.

We ordered the soup dumplings with crab meat and pork, which were the highlight of the night. Both the Sui Mai and the chicken and cabbage potsticker, which were on special, did not hit home. They were both bland and could have used some salt. The last dish, stir fried Ho Fun with beef was good but the beef had an interesting texture, it had no chew and fell apart in your mouth. I'd say the noodles had good flavour but could have been better.

To sum up, the food was good. It wasn't great, it wasn't bad... it was good. The service was great. Food came quickly and servers were always nearby. If I do come back to this location, the soup dumplings are the only thing that I will be ordering again.",1
Ristorante Sotto Sotto,5,2018-10-12,"Great recommendation from Max at the Ritz Carlton.   We were celebrating my husband's 40th birthday.   We had the scampi appetizer, which came with three perfectly cooked scallops.  Husband order the carbonara and I had the angel hair pasta with shrimp,arugula, and tomato sauce.  We shared a 1/2 liter of Chianti ($45.00).  Total bill was 145 Canadian dollars.  Everything was perfectly seasoned and pasta al dente.  Restaurant is small, dimly lit and quaint and our server was very helpful.",2
Stelvio,1,2019-07-06,"The service is terrible and the food is not good enough to make up for the awful service. The one good thing on the menu is the risotto with the veal shank, but everything else we ordered was just okay. The waitress we had didn't listen well enough and took too long doing everything. We weren't even there on a particularly busy night, so the lack of good service can't be blamed on how packed the restaurant was. I would save the money and settle for somewhere else instead.",0
Hotopia Downtown,1,2019-09-25,Poor service. Extremely slow. You have to wait for 30 minutes to be sited and another 40 minutes for your food. Will not come back,0
Mi Taco Taqueria,4,2020-03-02,"Mi Taco Taqueria is a vibrant take-out/sit-down taco joint on Queen West for Tacos and a small selection of alcohol. The tacos here are very reasonably priced, with most of them at $4, and some at $5 and $6. Ingredients were very fresh, tacos were garnished with a variety of toppings and the meat was seasoned well. I've been here a couple times and found the carnitas and carne asada very delicious but nothing exceptional. This time I got the shrimp taco ($5) which was topped with cilantro, pico de gallo, cabbage and grilled and raw onions. The shrimps were pretty small (probably size 31/35 or 36/40) but were very fresh and gave a nice crunch. 

Compared to joints like Wilbur and Campechano, I'd say what Mi Taco Taqueria lacks in their tacos, they make up in their price point. For a cheap but very good taco, Mi Taco is the way to go.",2
Mariachi’s Restaurant,3,2019-02-08,Super expensive for small portions. Good wait staff and very friendly. Better off going to Barburrito not even gonna lie.,1
Mexico Lindo,5,2019-08-10,"Came here for pre-dinner drinks with a friend and I must say it's a COMPLETE GEM. I don't know why more people don't come to eat here, it's awesome. I pass by on my way to work every day but I never noticed it. 
We sat out on the patio and it was an extremely nice day. It let us talk and catch up since we haven't in a while. Our table was a little weird, every time I leaned on it it would roll because of the wheels on the bottom.
The service was amazing, but it was also not super busy at 5PM on a Friday - it started picking up around 7PM after we left. The server was very attentive to our needs, periodically checking in but not *too* often. 
The food/drink was unbelievable! I had a strawberry daiquiri and my friend had a piña colada. They use real coconuts and real strawberries (albeit they were frozen) and they tasted AMAZING, better than the ones I had in Mexico. We had some chips with guacamole and it was sooooooo fresh. They make their chips in house and you can really tell. Very comparable to one restaurant I went to in Mexico called Coco Cabana outside our resort in Cancun.",2
Lai Wah Heen,5,2017-08-01,"I'm surprised to read all these contrasting, love-or-hate reviews about Lai Wah Heen as I was fairly impressed with my experience here. And this is from someone who comes from a Cantonese background, grew up with dim sum flowing through my veins, and, as such, is very picky and demanding about it.

Yes, the setting in an otherwise aging hotel building (if the public areas are any indication) might not be the most inviting at first, but when you step inside, the first thing you notice is the clean, well-maintained venue that actually looks like a formal dining room - unlike the average unkempt dim sum house. Next, most of the staff appears to be native Cantonese speakers, which is always reassuring in terms of authenticity (although they do speak Mandarin, as many customers insisted). Perhaps, as someone who could speak Cantonese myself, I got friendlier and more engaging service than others would.

Although I got quite the sticker shock when I first reviewed the menu, I was also pleasantly surprised by how well-presented each item was. The lobster and shrimp dumpling, for example, came in the shape of a lobster, and had good chunks of seafood inside. The deep-fried prawn and scallop wrapped in bacon? Exactly as delicious as the description suggests. A steamed beancurd roll of mushrooms and truffle simply rose above typical dim sum fare. Meanwhile, the crispy fried pastry of foie gras and minced pork was also inviting in terms of its presentation - indeed, French-inspired - and also satisfying going down. Dim sum staples like the shrimp dumplings (har gow) and beef rice rolls (cheong fun) were also on point.

Furthermore, while it's all not going to be the best-tasting, best-value dim sum ever, nothing tasted bland or bad either. Just... decent. In another reassuring sign, I experienced none of the suffocating thirstiness afterwards that you'd get from lower-quality dim sum houses that douse their offerings with MSG or salt. Again, another check mark in terms of quality.

Given the effort they put into the presentation and the quality of the ingredients, I was quite satisfied with my visit here, even if it was quite expensive. Is this going to be a cheap, everyday dim sum experience? Absolutely not. But is this going to be a special treat that rises above the usual loud, busy, run-of-the-mill-quality dim sum hall? Absolutely yes.",2
Swatow Restaurant,5,2020-01-05,"Definitely one of my favourite places to go for some quick, cheap eats

I got the Shrimp wonton noodle soup for about $7.
Broth is not too greasy, tasty and came with 5 wontons and some veggies

Ambiance was just like any hole in the wall Chinese restaurant

Service was just like any other Chinese place, non-existent but understandable. You write down your order on a sheet of paper and after the waitress gives you a meal, they leave you alone. After they see you're almost done, they'll give you the bill with 2 fortune cookies. Just a heads up, they also only take cash.",2
Gusto 101,3,2020-01-18,"Coming here for the 3rd time because I was craving pizza. We got a seat right away around 7pm on Friday on the lower floor. Nice candlelit tables, dim, however very loud and we had to shout across the table to hear each other.

Went with the basic margarita pizza and fries. Despite my food coming fast, my pizza was cold :( Probably waited on the counter too long because my bf's pizza was warm. Thin and crunchy, I had a salt craving that day lol.

The fries tasted like layz fries (oily and crunchy) but airier. Comes with light garlic sauce.

Decided to try a panna cotta for dessert (blood orange for 10.99) I'm sad to say this is one of the worst desserts i've tasted, just wasn't my cup of tea. I thought it would be a custard consistency considering it's heavy cream based, but it came in a cup instead. And it wasn't creamy nor sweet- it was really sour! The orange froth on top was okay but then you get to orange chunks in the middle that's really tangy, and at the bottom you have olive oil?? My taste buds did not like the combination of olive oil and orange. Sorry, but i couldn't finished it :/",1
Ristorante Sotto Sotto,1,2018-11-06,"AVOID 
TERRIBLE EXPERIENCE
BETTER OPTIONS ELSEWHERE
-  was served 3 risottos when I asked for one, and was blamed by the staff that I ordered that many
-  risotto was raw as well

I was quite excited to try this place with two friends. The miscommunication ruined the whole experience for me. 

Knowing that the lunch stops at 3pm and that the risotto takes 40 mins to cook. I called in ahead of time to speak to someone around 1:30pm to have my amalfi risotto ready as I was making my way there. I spoke to a server, I informed her that I wanted 1 order of the Seafood risotto for a table of 3 people. I think it was this point where the miscommunication happened. She agreed and said it will be ready for us.

We arrived at 2pm, we spoke to the initial server and I asked him about the risotto, that I called in about. And he's like is it for here or to go? I told him that we were dining in. 

We were seated and waited for 40 mins. Before the risotto came out. To our surprise they brought us THREE RISOTTO dishes. Mind you, on the menu the risotto dish serves 2 people. At no point in time between 2pm to 2:40pm there was any clarification on the order. So I asked the server and informed him that I only wanted 1. So he fetched the server that I spoke to on the phone. And she insisted that I ordered 3 Risottos. I tried to explain to her that party was not ready to eat 6 peoples portion of risotto.

My experience is already ruined at this point. I don't know why she would think that I would want 6 people amounts of risotto. I could've tried other things in the restaurant. 

The risotto itself looked amazing. So if the food was okay I didn't mind.

Unfortunately the risotto was under-cooked. It had a grainy, sandy texture that stuck to the teeth. I informed my guests, and another one agreed with me. I let the server know, he brought Chef Massimo Renzi tableside and he just told me it was cooked al dente, and that he used carnaroli rice. 

So know we're stuck eating extra risotto that was under-cooked. My other friend thought the rice was fine, until he tried the one underneath the top layer. I'm assuming that the chef probably tasted that top layer and thought the other rice cooked as well. 

The seafood in the risotto was perfectly cooked but the dish was spoiled under-cooked rice. 

I think ultimately the experience was ruined when I got 3 Risottos instead of 1. Which caused the quality of control to go down on the rice. 

You will see in the photos that you can see the centre of the rice. Which is an indicator that the rice was raw.",0
Hong Kong Bistro Cafe,5,2017-06-21,"This place is awesome. The food is cheap, the food is good, the food is unique. Chinese style spaghetti? Yes please.

It's a bit hidden, you have to go up some narrow stairs to reach the restaurant. The decor is pretty plain but it's not disgusting inside like some other hole-in-the-walls.

I always get the baked spaghetti with seafood in white sauce here. The flavours are so good, the calamari in it is so crispy even when doused in the sauce. Come here with a few friends and try a bit of everything if you can. Or just come back as often as you can!",2
98 Aroma,1,2019-04-07,"If I was able to give 0 stars, I would. This is probably the worst restaurant I've eaten at. 

We ordered 5 dishes, 4 of which were completely inedible.
- Traditional pancake: This was our first dish and was fairly tasty. No complaints here. This was the only redeeming part of the experience.
- Green beans with minced meat: It was too salty and too oily. 
- Kungpow shrimp: This is absurdly greasy and spicy which left our tongues numb. 
- Fried rice with pineapple and seafood: In contrast to the previous two dishes that were over-spiced, this was tasteless and (surprise surprise) oily as heck. 
- Lobster with ginger and scallion: This was the most pathetic dish of them all. We were served either a baby lobster that had not yet developed any meat, or they somehow threw out half of the lobster before plating it. On top of this, it did not taste fresh.

Sometimes terrible food can be saved by good service. Nope, not today unfortunately. The waiters were amateur (pleasant, and well-meaning but did not know what they were doing). They gave us a dirty fork, and when we alerted them to it, they took it away then brought it back and said ""we washed it for you"". 

You might look at my profile picture and judge me for being a clueless white guy. I went with a group of 3 other Chinese people who know food well, and we were all appalled at how this restaurant is even open for business.",0
Stelvio,3,2019-05-25,"First time at Stelvio- wasn't as good as I'd hoped. 

We ordered some fritti mozzarella bites and they were good- but definitely needed a dipping sauce. Or maybe I'm just too used to real mozzeralla sticks with marinara. 
I wouldn't recommend it.

I ordered the pasta special which was a gnocchi with truffle, meat, and porcini. When I first got it I was happy that it came with a lot of truffle, but when I got into it I felt like it had too much. It was definitely too much of a good thing. But it was $28 so I guess they wanted you to feel like you got bang for your buck. 

My bf ordered the tagliatelle ragu and it looked good, but he said the primary flavour was salt. When I tried it- I would have to agree. It was tomato and salt. Not complex at all. 

Also as an aside- I would say the pasta portions are relatively small for the price. You get this dish with a little bowl dent in the middle and your pasta portion is basically the size of a rice bowl. 

I'm happy I tried it but I probably wouldn't come back.",1
La Carnita,3,2019-07-06,"2.5/5 stars. Delicious gourmet tacos, but pricey.

Food: 4/5. Everything I tried was delicious. We started with chips + 3 dips which I would highly recommend.  It came with tomato salsa, corn salsa and guacamole. I also really enjoyed the flavour of my tacos. I got:

- Achiote Chicken. My least favourite but still decent. 
- Crispy Cotija. Basically fried cheese, which you can never go wrong with. 
- Carnita. Pork taco with amazing fixings. This was my absolute favourite. 

We also got a pitcher of one of their daily special drinks, which was a pineapple beer. The glass came rimmed with HEAPS of salt which everyone at my table hated - salt & beer? 


Service & Atmosphere: 2.5/5. Loud & dark space. Hipster in style. Server was nice but visited our table very rarely. There were 5 of us at the table being billed separately. All of our bills were out of order. I had a taco missing from my bill, which got added on to someone else's bill, etc. When we tried to say something to the server she just handed us the debit machine. We ended up figuring out her billing mistakes ourselves and paid each other back the appropriate amounts. 


Value for Money: 2/5. This is where it really falls flat for me. Each MINI taco is about $6.00 each. They can be finished in 2 bites. That's ~$3.00 per bite. They are mini tacos too so you'll need a few of them to feel satisfied.",1
Trattoria Nervosa,5,2019-10-22,"I was on the hunt for good Italian food in Yorkville that wasn't ridiculously overpriced. Upon recommendation and the great online reviews, a girlfriend and I decided to go with Nervosa, and I'm sooo happy we did. 

The food was amazing! I went with the Calamarata Con Gamberi dish which was to die for. It included ""wild shrimp, tomato sauce, cherry tomato, chillies, marjoram and parsley."" It was spicy but had just the right amount without overdoing it. My friend went with the Mafalde Al Funghi which is one of the pasta dishes that Nervosa is well known for. This dish included ""portobello, porcini, crimini, oyster mushrooms, parmigiano, truffle paste and light cream sauce."" I also got a bite of hers and despite hating mushroom, it was delicious. We also got the Bruschetta Al Funghi, which again included mushrooms but was nonetheless tasty. I've actually never had bruschetta prepared with mushrooms replaced by tomatoes, but I'd order it again. 

To drink we got the Must Be Nice & Diablo cocktails, both of which were so good. None overly sweet which is usually my number one issue with cocktails. 

The service was superb! All the waiters that served us were friendly and attentive. Our food took probably a bit over 10 minutes to come which was great, considering the restaurant was packed and it was a Saturday night. Even the wait to be seated initially went by fast. 

I will hands down be back! I absolutely loved it here!",2
Asian Legend,3,2019-11-23,"Since living in LA and having a chance to go to Din Tai Fung whenever I wanted, it makes it really hard to think anywhere else could be better. This place was authentic and tastes like bistro dim sum. We got the soup dumplings, shrimp steamed dumplings, and scallion beef rolls.",1
MEXITACO,2,2019-07-22,"This was the worst $32 I ever spent ... 
soggy & flavourless. Was very excited to try this place but I don't think I will be returning or ordering again in the future. Disappointed :(",0
Magical Taste of China,2,2020-01-27,"I came here with a group of friends and I have to say I wasn't very impressed.

It took us a long time to even get enough menus that we could share. The menus are confusing as there is a large place-mat like sheet you can use, or the menu book with pictures.

Then they tried to sell us a membership. Really? A membership? When I looked at the menu again there are 2 different prices. The cheaper one is the membership price and is of course brighter and more prominent than the higher non-member price. 

We ordered a variety of items and they were all meh. A few items we had to ask for again as they were forgotten. 

The staff run around yelling at each other and its really annoying and disturbing. 

When we finished and tried to pay, the waiter tried to split our bill and half way through asking each of us what we ordered he gave up and gave it to another server, so we had to start over again.

I wouldn't go again unless I went with someone with one of these fancy memberships.",0
Bamboo Kitchen,2,2014-01-12,"Good take-out place with well-priced specials each day for the price of $4.99 before tax.  Went here on a whim and ordered the Sunday specials of eggplant tofu on rice and BBQ chicken leg.  You get what you pay for.  Greasy more than flavourful.  It is delicious in comforting way.  The hot and sour soup was plenty hot but not sour enough.  Service was brisk and abrupt.  Seems to be frequented by students and there's a bit of a language barrier.

Not particularly motivated to try it again in the future no matter what the price point could be.",0
